die Partnerin,/diː pˈaɾtnərˌɪn/,female partner,03 Family
der Partner,/dɛɾ pˈaɾtnɜ/,male partner,03 Family
die Enkelin,/diː ˌɛnkəlˈiːn/,granddaughter,03 Family
der Enkel,/dɛɾ ˈɛnkəl/,grandson,03 Family
verheiratet,/fɛɾhaɪrˈɑːtət/,married,03 Family
ledig,/lˈeːdɪç/,single,03 Family
geschieden,/ɡəʃˈiːdən/,divorced,03 Family
alt,/ˈalt/,old / years old,03 Family
jung,/jˈʊŋ/,young,03 Family
haben,/hˈɑːbən/,to have,03 Family
lieben,/lˈiːbən/,to love,03 Family
besuchen,/bəzˈuːxən/,to visit,03 Family
zusammen,/tsuːzˈamən/,together,03 Family
allein,/alˈaɪn/,alone,03 Family
Wie alt bist du?,/viː ˈalt bɪst duː/,How old are you?,03 Family
Ich bin 20 Jahre alt.,/ɪç bɪn tsvˈantsɪç jˈɑːrə ˈalt/,I am 20 years old.,03 Family
Hast du Geschwister?,/hast duː ɡəʃvˈɪstɜ/,Do you have siblings?,03 Family
Das ist meine Familie.,/das ɪst mˌaɪnə famˈiːlɪə/,This is my family.,03 Family
null,/nˈʊl/,zero,04 Numbers and Time
eins,/ˈaɪns/,one,04 Numbers and Time
zwei,/tsvˈaɪ/,two,04 Numbers and Time
drei,/dɾˈaɪ/,three,04 Numbers and Time
vier,/fˈiːɾ/,four,04 Numbers and Time
fünf,/fˈʏnf/,five,04 Numbers and Time
sechs,/zˈɛks/,six,04 Numbers and Time
sieben,/zˈiːbən/,seven,04 Numbers and Time
acht,/ˈaxt/,eight,04 Numbers and Time
neun,/nˈɔøn/,nine,04 Numbers and Time
zehn,/tsˈeːn/,ten,04 Numbers and Time
elf,/ˈɛlf/,eleven,04 Numbers and Time
zwölf,/tsvˈœlf/,twelve,04 Numbers and Time
zwanzig,/tsvˈantsɪç/,twenty,04 Numbers and Time
hundert,/hˈʊndɜt/,hundred,04 Numbers and Time
tausend,/tˈaʊzənt/,thousand,04 Numbers and Time
die Zahl,/diː tsˈɑːl/,number,04 Numbers and Time
die Uhr,/diː ˈuːɾ/,clock / o'clock,04 Numbers and Time
die Stunde,/diː ʃtˈʊndə/,hour,04 Numbers and Time
die Minute,/diː miːnˈuːtə/,minute,04 Numbers and Time
die Sekunde,/diː zˈeːkʊndə/,second,04 Numbers and Time
die Zeit,/diː tsˈaɪt/,time,04 Numbers and Time
heute,/hˈɔøtə/,today,04 Numbers and Time
gestern,/ɡˈɛstɜn/,yesterday,04 Numbers and Time
morgen,/mˈɔɾɡən/,tomorrow,04 Numbers and Time
jetzt,/jˈɛtst/,now,04 Numbers and Time
später,/ʃpˈɛːtɜ/,later,04 Numbers and Time
früh,/frˈyː/,early,04 Numbers and Time
spät,/ʃpˈɛːt/,late,04 Numbers and Time
halb,/hˈalp/,half,04 Numbers and Time
Viertel,/fˈiːɾtəl/,quarter,04 Numbers and Time
um,/ˈʊm/,at (time),04 Numbers and Time
vor,/fˈɔɾ/,before / to,04 Numbers and Time
nach,/nˈɑːx/,after / past,04 Numbers and Time
Wie spät ist es?,/viː ʃpˈɛːt ɪst ɛs/,What time is it?,04 Numbers and Time
Es ist acht Uhr.,/ɛsɪst ˈaxt ˈuːɾ/,It is eight o'clock.,04 Numbers and Time
Wie viel Uhr ist es?,/viː fˈiːl ˈuːɾ ɪst ɛs/,What time is it?,04 Numbers and Time
pünktlich,/pˈʏŋktlɪç/,punctual / on time,04 Numbers and Time
beginnen,/bəɡˈɪnən/,to begin,04 Numbers and Time
enden,/ˈɛndən/,to end,04 Numbers and Time
aufstehen,/ˈaʊfʃtˌeːən/,to get up,05 Daily Routine
aufwachen,/ˈaʊfvˌaxən/,to wake up,05 Daily Routine
schlafen,/ʃlˈɑːfən/,to sleep,05 Daily Routine
ins Bett gehen,/ɪns bˈɛt ɡˈeːən/,to go to bed,05 Daily Routine
sich waschen,/zɪç vˈaʃən/,to wash oneself,05 Daily Routine
duschen,/dˈuːʃən/,to shower,05 Daily Routine
baden,/bˈɑːdən/,to bathe,05 Daily Routine
sich anziehen,/zɪç ˈantsˌiːən/,to get dressed,05 Daily Routine
sich ausziehen,/zɪç ˈaʊstsˌiːən/,to get undressed,05 Daily Routine
frühstücken,/frˈyːʃtʏkən/,to have breakfast,05 Daily Routine
essen,/ˈɛsən/,to eat,05 Daily Routine
trinken,/tɾˈɪŋkən/,to drink,05 Daily Routine
arbeiten,/ˈaɾbaɪtən/,to work,05 Daily Routine
studieren,/ʃtuːdˈiːrən/,to study at university,05 Daily Routine
zur Arbeit gehen,/tsuːɾ ˈaɾbaɪt ɡˈeːən/,to go to work,05 Daily Routine
zur Schule gehen,/tsuːɾ ʃˈuːlə ɡˈeːən/,to go to school,05 Daily Routine
nach Hause gehen,/nɑːx hˈaʊzə ɡˈeːən/,to go home,05 Daily Routine
kochen,/kˈɔxən/,to cook,05 Daily Routine
putzen,/pˈʊtsən/,to clean,05 Daily Routine
aufräumen,/ˈaʊfrˌɔømən/,to tidy up,05 Daily Routine
einkaufen,/ˈaɪnkˌaʊfən/,to shop,05 Daily Routine
fernsehen,/fˈɛɾnzeːən/,to watch television,05 Daily Routine
Musik hören,/muːzˈiːk hˈøːrən/,to listen to music,05 Daily Routine
telefonieren,/tˌeːleːfoːnˈiːrən/,to make a phone call,05 Daily Routine
spazieren gehen,/ʃpatsˈiːrən ɡˈeːən/,to go for a walk,05 Daily Routine
sich treffen,/zɪç tɾˈɛfən/,to meet,05 Daily Routine
sich ausruhen,/zɪç ˈaʊsrˌuːən/,to rest,05 Daily Routine
jeden Tag,/jˈeːdən tˈɑːk/,every day,05 Daily Routine
morgens,/mˈɔɾɡəns/,in the morning,05 Daily Routine
mittags,/mˈɪtɑːks/,at noon / midday,05 Daily Routine
nachmittags,/nˈaxmɪtˌɑːks/,in the afternoon,05 Daily Routine
abends,/ˈɑːbənts/,in the evening,05 Daily Routine
nachts,/nˈaxts/,at night,05 Daily Routine
oft,/ˈɔft/,often,05 Daily Routine
manchmal,/mˈançmɑːl/,sometimes,05 Daily Routine
selten,/zˈɛltən/,rarely,05 Daily Routine
nie,/nˈiː/,never,05 Daily Routine
immer,/ˈɪmɜ/,always,05 Daily Routine
das Haus,/das hˈaʊs/,house,06 Home
die Wohnung,/diː vˈoːnʊŋ/,apartment,06 Home
das Zimmer,/das tsˈɪmɜ/,room,06 Home
das Wohnzimmer,/das vˈoːntsɪmɜ/,living room,06 Home
das Schlafzimmer,/das ʃlˈaftsɪmɜ/,bedroom,06 Home
das Kinderzimmer,/das kˈɪndɜtsˌɪmɜ/,children's room,06 Home
die Küche,/diː kˈʏçə/,kitchen,06 Home
das Badezimmer,/das bˈɑdeːtsˌɪmɜ/,bathroom,06 Home
der Flur,/dɛɾ flˈuːɾ/,hallway,06 Home
der Balkon,/dɛɾ balkˈoːn/,balcony,06 Home
der Garten,/dɛɾ ɡˈaɾtən/,garden,06 Home
die Tür,/diː tˈyːɾ/,door,06 Home
das Fenster,/das fˈeːnstɜ/,window,06 Home
die Wand,/diː vˈant/,wall,06 Home
der Boden,/dɛɾ bˈoːdən/,floor,06 Home
die Treppe,/diː tɾˈɛpə/,stairs,06 Home
der Tisch,/dɛɾ tˈɪʃ/,table,06 Home
der Stuhl,/dɛɾ ʃtˈuːl/,chair,06 Home
das Sofa,/das zˈoːfɑː/,sofa,06 Home
das Bett,/das bˈɛt/,bed,06 Home
der Schrank,/dɛɾ ʃrˈaŋk/,cupboard / wardrobe,06 Home
das Regal,/das reːɡˈɑːl/,shelf,06 Home
die Lampe,/diː lˈampə/,lamp,06 Home
der Kühlschrank,/dɛɾ kˈyːlʃraŋk/,refrigerator,06 Home
der Herd,/dɛɾ hˈeːɾt/,stove,06 Home
die Waschmaschine,/diː vˈaʃmˌaʃɪnə/,washing machine,06 Home
der Fernseher,/dɛɾ fˈɛɾnzeːɜ/,television set,06 Home
der Schlüssel,/dɛɾ ʃlˈʏsəl/,key,06 Home
mieten,/mˈiːtən/,to rent,06 Home
die Miete,/diː mˈiːtə/,rent,06 Home
der Vermieter,/dɛɾ fɛɾmˈiːtɜ/,landlord,06 Home
die Vermieterin,/diː fɛɾmˈiːtərˌɪn/,landlady,06 Home
groß,/ɡɾˈoːs/,big,06 Home
klein,/klˈaɪn/,small,06 Home
hell,/hˈɛl/,bright,06 Home
dunkel,/dˈʊnkəl/,dark,06 Home
sauber,/zˈaʊbɜ/,clean,06 Home
schmutzig,/ʃmˈʊtsɪç/,dirty,06 Home
gemütlich,/ɡəmˈyːtlɪç/,cozy,06 Home
die Straße,/diː ʃtɾˈɑːsə/,street,07 City and Places
der Platz,/dɛɾ plˈats/,square / place,07 City and Places
die Kreuzung,/diː kɾˈɔøtsʊŋ/,intersection,07 City and Places
die Ampel,/diː ˈampəl/,traffic light,07 City and Places
die Brücke,/diː bɾˈʏkə/,bridge,07 City and Places
der Park,/dɛɾ pˈaɾk/,park,07 City and Places
der Bahnhof,/dɛɾ bˈɑːnhoːf/,train station,07 City and Places
die Haltestelle,/diː hˈaltɛʃtˌɛlə/,stop / station,07 City and Places
der Flughafen,/dɛɾ flˈuːɡhɑːfən/,airport,07 City and Places
die Bank,/diː bˈaŋk/,bank,07 City and Places
die Post,/diː pˈɔst/,post office,07 City and Places
das Rathaus,/das rˈathaʊs/,town hall,07 City and Places
die Polizei,/diː pˌoːliːtsˈaɪ/,police,07 City and Places
das Krankenhaus,/das kɾˈankənhˌaʊs/,hospital,07 City and Places
die Apotheke,/diː ˈɑpɔthˌeːkə/,pharmacy,07 City and Places
der Supermarkt,/dɛɾ zˈuːpɜmˌaɾkt/,supermarket,07 City and Places
die Bäckerei,/diː bˌɛkeːrˈaɪ/,bakery,07 City and Places
die Metzgerei,/diː mˌɛtsɡeːrˈaɪ/,butcher shop,07 City and Places
das Geschäft,/das ɡəʃˈɛft/,shop / business,07 City and Places
das Kaufhaus,/das kˈaʊfhaʊs/,department store,07 City and Places
das Restaurant,/das rˌɛstaʊrˈant/,restaurant,07 City and Places
das Café,/das kafˈeː/,café,07 City and Places
das Hotel,/das hˈoːtəl/,hotel,07 City and Places
die Schule,/diː ʃˈuːlə/,school,07 City and Places
die Universität,/diː ˌuːniːvˌɛɾziːtˈɛːt/,university,07 City and Places
das Museum,/das muːzˈeːʊm/,museum,07 City and Places
das Kino,/das kˈiːnoː/,cinema,07 City and Places
die Bibliothek,/diː bˈɪblɪˌoːtheːk/,library,07 City and Places
die Kirche,/diː kˈɪɾçə/,church,07 City and Places
links,/lˈɪŋks/,left,07 City and Places
rechts,/rˈɛçts/,right,07 City and Places
geradeaus,/ɡərˈɑdeːˌaʊs/,straight ahead,07 City and Places
hier,/hˈiːɾ/,here,07 City and Places
dort,/dˈɔɾt/,there,07 City and Places
nah,/nˈɑː/,near,07 City and Places
weit,/vˈaɪt/,far,07 City and Places
Wo ist ...?,/vˈoː ɪst/,Where is ...?,07 City and Places
Wie komme ich zu ...?,/viː kˈɔmə ɪç tsˈuː/,How do I get to ...?,07 City and Places
zeigen,/tsˈaɪɡən/,to show,07 City and Places
suchen,/zˈuːxən/,to look for,07 City and Places
das Auto,/das ˈaʊtoː/,car,08 Transport
der Bus,/dɛɾ bˈʊs/,bus,08 Transport
die Straßenbahn,/diː ʃtɾˈɑsənbˌɑːn/,tram,08 Transport
die U-Bahn,/diː ˈuːbˈɑːn/,subway,08 Transport
die S-Bahn,/diː ˈɛsbˈɑːn/,suburban train,08 Transport
der Zug,/dɛɾ tsˈuːk/,train,08 Transport
das Taxi,/das tˈaksiː/,taxi,08 Transport
das Fahrrad,/das fˈɑːrɑːt/,bicycle,08 Transport
das Motorrad,/das mˈoːtoːɾrˌɑːt/,motorcycle,08 Transport
das Flugzeug,/das flˈuːɡtsɔøk/,airplane,08 Transport
das Schiff,/das ʃˈɪf/,ship,08 Transport
die Fahrkarte,/diː fˈɑːɾkaɾtə/,ticket,08 Transport
das Ticket,/das tˈɪkət/,ticket,08 Transport
der Fahrplan,/dɛɾ fɑːɾplˈɑːn/,timetable,08 Transport
die Abfahrt,/diː ˈapfˌɑːɾt/,departure,08 Transport
die Ankunft,/diː ˈankˌʊnft/,arrival,08 Transport
das Gleis,/das ɡlˈaɪs/,platform / track,08 Transport
der Bahnsteig,/dɛɾ bˈɑːnstaɪk/,platform,08 Transport
der Fahrer,/dɛɾ fˈɑːrɜ/,driver,08 Transport
die Fahrerin,/diː fˈɑːrərˌɪn/,female driver,08 Transport
fahren,/fˈɑːrən/,to drive / travel,08 Transport
fliegen,/flˈiːɡən/,to fly,08 Transport
gehen,/ɡˈeːən/,to go / walk,08 Transport
laufen,/lˈaʊfən/,to walk / run,08 Transport
einsteigen,/ˈaɪnʃtˌaɪɡən/,to get in / board,08 Transport
aussteigen,/ˈaʊsʃtˌaɪɡən/,to get out / get off,08 Transport
umsteigen,/ˈʊmʃtˌaɪɡən/,to change trains/buses,08 Transport
abfahren,/ˈapfˌɑːrən/,to depart,08 Transport
ankommen,/ˈankˌɔmən/,to arrive,08 Transport
warten,/vˈaɾtən/,to wait,08 Transport
schnell,/ʃnˈɛl/,fast,08 Transport
langsam,/lˈaŋzɑːm/,slow,08 Transport
zu Fuß,/tsuː fˈuːs/,on foot,08 Transport
mit dem Bus,/mɪt deːm bˈʊs/,by bus,08 Transport
mit dem Zug,/mɪt deːm tsˈuːk/,by train,08 Transport
eine Fahrkarte kaufen,/ˌaɪnə fˈɑːɾkaɾtə kˈaʊfən/,to buy a ticket,08 Transport
hin und zurück,/hˈɪn ʊnt tsuːrˈʏk/,round trip,08 Transport
einfach,/ˈaɪnfˌax/,one-way / simple,08 Transport
verspätet,/fɛɾʃpˈɛːtət/,delayed,08 Transport
die Verspätung,/diː fɛɾʃpˈɛːtʊŋ/,delay,08 Transport
kaufen,/kˈaʊfən/,to buy,09 Shopping and Clothes
verkaufen,/fɛɾkˈaʊfən/,to sell,09 Shopping and Clothes
bezahlen,/bətsˈɑːlən/,to pay,09 Shopping and Clothes
kosten,/kˈɔstən/,to cost,09 Shopping and Clothes
der Preis,/dɛɾ pɾˈaɪs/,price,09 Shopping and Clothes
das Geld,/das ɡˈɛlt/,money,09 Shopping and Clothes
der Euro,/dɛɾ ˈɔøroː/,euro,09 Shopping and Clothes
die Kasse,/diː kˈasə/,checkout / cash desk,09 Shopping and Clothes
die Rechnung,/diː rˈɛçnʊŋ/,bill / invoice,09 Shopping and Clothes
die Quittung,/diː kvˈɪtʊŋ/,receipt,09 Shopping and Clothes
billig,/bˈɪlɪç/,cheap,09 Shopping and Clothes
teuer,/tˈɔøɜ/,expensive,09 Shopping and Clothes
das Angebot,/das ˈanɡəbˌoːt/,offer / special,09 Shopping and Clothes
die Größe,/diː ɡɾˈøːsə/,size,09 Shopping and Clothes
die Farbe,/diː fˈaɾbə/,color,09 Shopping and Clothes
die Kleidung,/diː klˈaɪdʊŋ/,clothing,09 Shopping and Clothes
das Hemd,/das hˈɛmt/,shirt,09 Shopping and Clothes
das T-Shirt,/das tˈeː(en)ʃˈɜːt(de)/,T-shirt,09 Shopping and Clothes
die Bluse,/diː blˈʊsə/,blouse,09 Shopping and Clothes
die Hose,/diː hˈoːzə/,trousers,09 Shopping and Clothes
die Jeans,/diː (en)dʒˈiːnz(de)/,jeans,09 Shopping and Clothes
das Kleid,/das klˈaɪt/,dress,09 Shopping and Clothes
der Rock,/dɛɾ rˈɔk/,skirt,09 Shopping and Clothes
die Jacke,/diː jˈakə/,jacket,09 Shopping and Clothes
der Mantel,/dɛɾ mˈantəl/,coat,09 Shopping and Clothes
der Pullover,/dɛɾ pˈʊloːvɜ/,sweater,09 Shopping and Clothes
die Schuhe,/diː ʃˈuːə/,shoes,09 Shopping and Clothes
die Socke,/diː zˈɔkə/,sock,09 Shopping and Clothes
die Mütze,/diː mˈʏtsə/,cap / beanie,09 Shopping and Clothes
der Hut,/dɛɾ hˈuːt/,hat,09 Shopping and Clothes
die Tasche,/diː tˈaʃə/,bag,09 Shopping and Clothes
tragen,/tɾˈɑːɡən/,to wear / carry,09 Shopping and Clothes
anprobieren,/ˈanpɾoːbˌiːrən/,to try on,09 Shopping and Clothes
passen,/pˈasən/,to fit,09 Shopping and Clothes
gefallen,/ɡəfˈalən/,to please / be liked,09 Shopping and Clothes
rot,/rˈoːt/,red,09 Shopping and Clothes
blau,/blˈaʊ/,blue,09 Shopping and Clothes
schwarz,/ʃvˈaɾts/,black,09 Shopping and Clothes
weiß,/vˈaɪs/,white,09 Shopping and Clothes
das Essen,/das ˈɛsən/,food,10 Food and Drink
das Getränk,/das ɡətɾˈɛŋk/,drink,10 Food and Drink
das Wasser,/das vˈasɜ/,water,10 Food and Drink
der Kaffee,/dɛɾ kˈafeː/,coffee,10 Food and Drink
der Tee,/dɛɾ tˈeː/,tea,10 Food and Drink
die Milch,/diː mˈɪlç/,milk,10 Food and Drink
der Saft,/dɛɾ zˈaft/,juice,10 Food and Drink
das Brot,/das bɾˈoːt/,bread,10 Food and Drink
das Brötchen,/das bɾˈøːtçən/,bread roll,10 Food and Drink
die Butter,/diː bˈʊtɜ/,butter,10 Food and Drink
der Käse,/dɛɾ kˈɛːzə/,cheese,10 Food and Drink
das Ei,/das ˈaɪ/,egg,10 Food and Drink
das Fleisch,/das flˈaɪʃ/,meat,10 Food and Drink
der Fisch,/dɛɾ fˈɪʃ/,fish,10 Food and Drink
das Hähnchen,/das hˈɛːnçən/,chicken,10 Food and Drink
die Wurst,/diː vˈuːɾst/,sausage,10 Food and Drink
der Reis,/dɛɾ rˈaɪs/,rice,10 Food and Drink
die Nudeln,/diː nˈuːdəln/,pasta,10 Food and Drink
die Kartoffel,/diː kaɾtˈɔfəl/,potato,10 Food and Drink
das Gemüse,/das ɡəmˈyːzə/,vegetables,10 Food and Drink
das Obst,/das ˈoːpst/,fruit,10 Food and Drink
der Apfel,/dɛɾ ˈapfəl/,apple,10 Food and Drink
die Banane,/diː banˈɑːnə/,banana,10 Food and Drink
die Orange,/diː ˈoːraŋə/,orange,10 Food and Drink
die Tomate,/diː toːmˈɑːtə/,tomato,10 Food and Drink
die Zwiebel,/diː tsvˈiːbəl/,onion,10 Food and Drink
der Salat,/dɛɾ zalˈɑːt/,salad,10 Food and Drink
die Suppe,/diː zˈʊpə/,soup,10 Food and Drink
der Kuchen,/dɛɾ kˈʊxən/,cake,10 Food and Drink
die Schokolade,/diː ʃˈoːkoːlˌɑːdə/,chocolate,10 Food and Drink
der Zucker,/dɛɾ tsˈʊkɜ/,sugar,10 Food and Drink
das Salz,/das zˈalts/,salt,10 Food and Drink
hungrig,/hˈʊŋɡɾɪç/,hungry,10 Food and Drink
durstig,/dˈʊɐstɪç/,thirsty,10 Food and Drink
lecker,/lˈɛkɜ/,delicious,10 Food and Drink
süß,/zˈyːs/,sweet,10 Food and Drink
salzig,/zˈaltsɪç/,salty,10 Food and Drink
frisch,/frˈɪʃ/,fresh,10 Food and Drink
backen,/bˈakən/,to bake,10 Food and Drink
der Kellner,/dɛɾ kˈɛlnɜ/,waiter,11 Restaurant
die Kellnerin,/diː kˈɛlnərˌɪn/,waitress,11 Restaurant
der Gast,/dɛɾ ɡˈast/,guest / customer,11 Restaurant
die Speisekarte,/diː ʃpˈaɪzeːkˌaɾtə/,menu,11 Restaurant
die Getränkekarte,/diː ɡətɾˈɛnkeːkˌaɾtə/,drinks menu,11 Restaurant
das Frühstück,/das frˈyːʃtʏk/,breakfast,11 Restaurant
das Mittagessen,/das mˈɪtaɡˌɛsən/,lunch,11 Restaurant
das Abendessen,/das ˈɑːbəndˌɛsən/,dinner,11 Restaurant
die Vorspeise,/diː fˈoːɾʃpˌaɪzə/,starter,11 Restaurant
das Hauptgericht,/das hˈaʊptɡərˌɪçt/,main course,11 Restaurant
der Nachtisch,/dɛɾ nˈaxtɪʃ/,dessert,11 Restaurant
das Gericht,/das ɡərˈɪçt/,dish,11 Restaurant
die Portion,/diː pˌɔɾtsɪˈoːn/,portion,11 Restaurant
die Bestellung,/diː bəʃtˈɛlʊŋ/,order,11 Restaurant
bestellen,/bəʃtˈɛlən/,to order,11 Restaurant
reservieren,/rˌeːzɛɾvˈiːrən/,to reserve,11 Restaurant
die Reservierung,/diː rˌeːzɛɾvˈiːrʊŋ/,reservation,11 Restaurant
bringen,/bɾˈɪŋən/,to bring,11 Restaurant
nehmen,/nˈeːmən/,to take / have,11 Restaurant
möchten,/mˈœçtən/,would like,11 Restaurant
zahlen,/tsˈɑːlən/,to pay,11 Restaurant
bar,/bˈɑːɾ/,in cash,11 Restaurant
mit Karte,/mɪt kˈaɾtə/,by card,11 Restaurant
getrennt,/ɡətɾˈɛnt/,separately,11 Restaurant
noch,/nˈɔx/,another / still,11 Restaurant
etwas,/ˈɛtvɑːs/,something,11 Restaurant
nichts,/nˈɪçts/,nothing,11 Restaurant
genug,/ɡənˈuːk/,enough,11 Restaurant
mehr,/mˈeːɾ/,more,11 Restaurant
